,category,score
321,kite,0.55
322,None,0.0
323,airplane,0.62
324,airplane,0.55
325,None,0.0
326,None,0.0
327,None,0.0
328,airplane,0.54
329,airplane,0.66
330,airplane,0.57
331,None,0.0
332,airplane,0.56
333,airplane,0.67
334,airplane,0.65
335,suitcase,0.54
336,None,0.0
337,suitcase,0.5
338,airplane,0.5
339,airplane,0.7
340,airplane,0.66
341,None,0.0
342,airplane,0.71
343,airplane,0.78
344,airplane,0.8
345,airplane,0.8
346,airplane,0.79
347,airplane,0.74
348,airplane,0.72
349,airplane,0.79
350,airplane,0.79
351,airplane,0.63
352,airplane,0.72
353,airplane,0.69
354,airplane,0.72
355,airplane,0.74
356,airplane,0.74
357,airplane,0.69
358,airplane,0.67
359,airplane,0.66
360,airplane,0.54
361,None,0.0
362,airplane,0.51
363,airplane,0.56
364,airplane,0.59
365,None,0.0
